debate_id,turn_index,span_index,speaker,start,end,text,reason,reason_form,reason_frame,reason_domain,turn_char_len,turn_word_len,span_char_len,span_word_len,rel_start,rel_end,rel_len
20001003_gore_bush,7,0,BUSH,30,110,I’ve said that eight years ago they campaigned on prescription drugs for seniors,,"['non-quantitative fact', 'temporal reference']",['speech attribution'],"['health/medicine', 'domestic politics']",2221,397,80,13,0.0135074290859973,0.049527239981990094,0.03601981089599279
20001003_gore_bush,7,1,BUSH,116,188,four years ago they campaigned on getting prescription drugs for seniors,,"['non-quantitative fact', 'temporal reference']","['behavioral attribution', 'stance']","['health/medicine', 'domestic politics']",2221,397,72,11,0.05222872579918955,0.08464655560558307,0.03241782980639352
20001003_gore_bush,7,2,BUSH,198,259,they’re campaigning on getting prescription drugs for seniors,,['non-quantitative fact'],"['behavioral attribution', 'stance']",['health/medicine'],2221,397,61,8,0.08914903196758217,0.11661413777577667,0.027465105808194508
20001003_gore_bush,7,3,BUSH,628,803,"I’ve got a plan on Medicare, for example, that’s a two-stage plan that says we’ll have immediate help for seniors and what I call immediate Helping Hand, a $48 billion program",,['non-quantitative fact'],['stance'],['health/medicine'],2221,397,175,31,0.28275551553354344,0.3615488518685277,0.07879333633498424
20001003_gore_bush,8,0,GORE,11,79,under my plan all seniors will get prescription drugs under Medicare,,['non-quantitative fact'],['stance'],['health/medicine'],1001,183,68,11,0.01098901098901099,0.07892107892107893,0.06793206793206794
20001003_gore_bush,8,1,GORE,81,136,The governor has described Medicare as a government HMO,,['non-quantitative fact'],['speech attribution'],['health/medicine'],1001,183,55,9,0.08091908091908091,0.13586413586413587,0.054945054945054944
20001003_gore_bush,8,2,GORE,459,486,Medicare pays half the cost,,['quantitative precise'],[],['health/medicine'],1001,183,27,5,0.45854145854145856,0.4855144855144855,0.026973026973026972
20001003_gore_bush,8,3,GORE,488,598,"If you’re in a very poor family or if you have very high costs, Medicare will pay all the costs, a $25 premium",,"['quantitative precise', 'quantitative vague']",[],"['economy', 'health/medicine']",1001,183,110,23,0.4875124875124875,0.5974025974025974,0.10989010989010989
20001003_gore_bush,8,4,GORE,701,806,95% of all seniors would get no help whatsoever under my opponent’s plan for the first four or five years,,"['quantitative precise', 'forecast', 'temporal reference']",['stance'],[],1001,183,105,20,0.7002997002997003,0.8051948051948052,0.1048951048951049
20001003_gore_bush,8,5,GORE,866,917,the wealthiest 1% get their tax cuts the first year,,"['non-quantitative fact', 'temporal reference']",[],['economy'],1001,183,51,10,0.8651348651348651,0.916083916083916,0.05094905094905095
20001003_gore_bush,8,6,GORE,923,1000,95% of seniors have to wait four to five years before they get a single penny,,"['quantitative precise', 'temporal reference']",[],[],1001,183,77,16,0.922077922077922,0.999000999000999,0.07692307692307693
20001003_gore_bush,9,0,BUSH,29,61,the man is running on Medi-scare,,['non-quantitative fact'],"['behavioral attribution', 'stance']","['health/medicine', 'domestic politics']",1744,315,32,6,0.016628440366972478,0.034977064220183485,0.01834862385321101
20001003_gore_bush,9,1,BUSH,698,874,"there are a lot of procedures that haven’t kept up in Medicare with the current times. No prescription drug benefits, no drug therapy, no preventative medicines, no vision care",,['non-quantitative fact'],[],['health/medicine'],1744,315,176,29,0.40022935779816515,0.5011467889908257,0.10091743119266056
20001003_gore_bush,9,2,BUSH,952,1008,"a federally controlled 132,000-page document bureaucracy",,['quantitative precise'],[],['domestic politics'],1744,315,56,6,0.5458715596330275,0.5779816513761468,0.03211009174311927
20001003_gore_bush,9,3,BUSH,1537,1606,my plan sets aside $3.4 trillion for Medicare over the next ten years,,"['quantitative precise', 'temporal reference']",['stance'],['health/medicine'],1744,315,69,13,0.8813073394495413,0.9208715596330275,0.03956422018348624
20001003_gore_bush,10,0,GORE,158,204,The governor has declined to endorse that idea,,['non-quantitative fact'],['stance'],[],1575,294,46,8,0.10031746031746032,0.1295238095238095,0.029206349206349208
20001003_gore_bush,10,1,GORE,217,290,the Republican as well as Democratic leaders in Congress have endorsed it,,['non-quantitative fact'],['stance'],[],1575,294,73,12,0.13777777777777778,0.18412698412698414,0.04634920634920635
20001003_gore_bush,10,2,GORE,413,533,"under his plan if you work out the numbers, $100 billion comes out of Medicare just for the wealthiest 1% in the tax cut",,['quantitative precise'],['stance'],"['economy', 'health/medicine']",1575,294,120,24,0.26222222222222225,0.3384126984126984,0.0761904761904762
20001003_gore_bush,10,3,GORE,619,765,"Under the governor’s plan, if you kept the same fee for service that you have now under Medicare, your premiums would go up by between 18% and 47%",,"['quantitative approximate', 'forecast']",['stance'],['health/medicine'],1575,294,146,28,0.39301587301587304,0.4857142857142857,0.0926984126984127
20001003_gore_bush,10,4,GORE,771,874,that is the study of the Congressional plan that he’s modeled his proposal on by the Medicare actuaries,,['non-quantitative fact'],"['behavioral attribution', 'epistemic']","['health/medicine', 'domestic politics']",1575,294,103,18,0.4895238095238095,0.5549206349206349,0.0653968253968254
20001003_gore_bush,10,5,GORE,1164,1232,that go to Canada regularly in order to get their prescription drugs,,['non-quantitative fact'],['anecdote'],['health/medicine'],1575,294,68,12,0.7390476190476191,0.7822222222222223,0.04317460317460318
20001003_gore_bush,10,6,GORE,1234,1293,"Under my plan, half of their costs would be paid right away",,['quantitative precise'],['stance'],[],1575,294,59,12,0.7834920634920635,0.820952380952381,0.03746031746031746
20001003_gore_bush,10,7,GORE,1295,1374,"Under Governor Bush’s plan, they would get not one penny for four to five years",,"['non-quantitative fact', 'temporal reference']",['stance'],[],1575,294,79,15,0.8222222222222222,0.8723809523809524,0.05015873015873016
20001003_gore_bush,10,8,GORE,1481,1539,there would be no limit on the premiums or the deductibles,,['non-quantitative fact'],[],['health/medicine'],1575,294,58,11,0.9403174603174603,0.9771428571428571,0.036825396825396824
20001003_gore_bush,12,0,GORE,26,84,"They get $25,000 a year income, that makes them ineligible",,['quantitative precise'],[],['economy'],85,15,58,10,0.3058823529411765,0.9882352941176471,0.6823529411764706
20001003_gore_bush,13,0,BUSH,242,307,"Under my tax plan that he continues to criticize, I set one-third",,['quantitative precise'],['stance'],['economy'],831,158,65,12,0.29121540312876054,0.3694344163658243,0.07821901323706378
20001003_gore_bush,13,1,BUSH,389,435,I also dropped the bottom rate from 15% to 10%,,"['quantitative precise', 'trend/change']",['behavioral attribution'],[],831,158,46,10,0.4681107099879663,0.5234657039711191,0.05535499398315283
20001003_gore_bush,13,2,BUSH,445,537,by far the vast majority of the help goes to people at the bottom end of the economic ladder,,['quantitative vague'],[],['economy'],831,158,92,19,0.5354993983152828,0.6462093862815884,0.11070998796630566
20001003_gore_bush,13,3,BUSH,539,653,"If you’re a family of four in Massachusetts, making $50,000, you get a 50% cut in the federal income taxes you pay",,['quantitative precise'],['anecdote'],['economy'],831,158,114,22,0.6486161251504212,0.7858002406738869,0.1371841155234657
20001003_gore_bush,13,4,BUSH,655,685,It’s from $4000 to about $2000,,['forecast'],[],[],831,158,30,6,0.7882069795427196,0.8243080625752106,0.036101083032490974
20001003_gore_bush,14,0,GORE,52,192,"If you make more than $25,000 a year you don’t get a penny of help under the Bush prescription drug proposal for at least four to five years",,"['quantitative precise', 'temporal reference']",['stance'],"['economy', 'health/medicine']",435,83,140,28,0.11954022988505747,0.4413793103448276,0.3218390804597701
20001003_gore_bush,14,1,GORE,278,329,there’s no limit on the premiums or the deductibles,,['non-quantitative fact'],[],['health/medicine'],435,83,51,9,0.639080459770115,0.7563218390804598,0.11724137931034483
20001003_gore_bush,14,2,GORE,360,434,the insurance companies say it won’t work and they won’t offer these plans,,['non-quantitative fact'],"['speech attribution', 'stance']",['health/medicine'],435,83,74,13,0.8275862068965517,0.9977011494252873,0.17011494252873563
20001003_gore_bush,17,0,GORE,18,44,I want to bring it to 100%,,['quantitative precise'],['stance'],[],76,18,26,7,0.23684210526315788,0.5789473684210527,0.34210526315789475
20001003_gore_bush,17,1,GORE,49,75,he wants to bring it to 5%,,['quantitative precise'],['stance'],[],76,18,26,7,0.6447368421052632,0.9868421052631579,0.34210526315789475
20001003_gore_bush,18,0,BUSH,234,323,"All seniors will be covered, all poor seniors will have their prescription drugs paid for",,['forecast'],['stance'],"['economy', 'health/medicine']",439,83,89,15,0.5330296127562643,0.7357630979498861,0.20273348519362186
20001003_gore_bush,20,0,BUSH,15,74,All seniors are covered under prescription drugs in my plan,,['non-quantitative fact'],['stance'],['health/medicine'],75,13,59,10,0.2,0.9866666666666667,0.7866666666666666
20001003_gore_bush,22,0,BUSH,50,83,Yours is phased in in eight years,,"['quantitative precise', 'temporal reference']",['stance'],[],84,19,33,7,0.5952380952380952,0.9880952380952381,0.39285714285714285
20001003_gore_bush,23,0,GORE,81,131,for the first four years only the poor are covered,,"['non-quantitative fact', 'temporal reference']",[],['economy'],227,45,50,10,0.3568281938325991,0.5770925110132159,0.22026431718061673
20001003_gore_bush,23,1,GORE,133,226,Middle class seniors like George McKinney and his wife are not covered for four to five years,,"['quantitative approximate', 'temporal reference']",['anecdote'],['health/medicine'],227,45,93,17,0.5859030837004405,0.9955947136563876,0.40969162995594716
20001003_gore_bush,24,0,GORE,328,405,the big oil companies that have the ability to manipulate the price from OPEC,,['non-quantitative fact'],[],['energy'],1790,319,77,14,0.18324022346368715,0.22625698324022347,0.043016759776536316
20001003_gore_bush,24,1,GORE,691,930,"I’m proposing a plan that will give tax credits and tax incentives for the rapid development of new kinds of cars and trucks and buses and factories and boilers and furnaces that don’t have as much pollution, that don’t burn as much energy",,['non-quantitative fact'],['stance'],"['energy', 'environment', 'automobiles']",1790,319,239,43,0.38603351955307263,0.5195530726256983,0.1335195530726257
20001003_gore_bush,24,2,GORE,1206,1400,"Governor Bush is proposing to open up some of our most precious environmental treasures, like the Arctic National Wildlife Refuge for the big oil companies to go in and start producing oil there",,['non-quantitative fact'],['stance'],"['energy', 'environment']",1790,319,194,33,0.6737430167597765,0.7821229050279329,0.10837988826815642
20001003_gore_bush,24,3,GORE,1436,1484,It would only give us a few months’ worth of oil,,"['quantitative vague', 'forecast']",[],['energy'],1790,319,48,11,0.8022346368715084,0.829050279329609,0.026815642458100558
20001003_gore_bush,24,4,GORE,1489,1550,the oil wouldn’t start flowing for many years into the future,,['quantitative vague'],[],['energy'],1790,319,61,11,0.8318435754189945,0.8659217877094972,0.03407821229050279
20001003_gore_bush,25,0,BUSH,34,84,I was a small oil person for a while in west Texas,,['non-quantitative fact'],['behavioral attribution'],"['energy', 'personal life']",1172,218,50,12,0.02901023890784983,0.07167235494880546,0.042662116040955635
20001003_gore_bush,25,1,BUSH,259,356,"which is a way to help low income folks, particularly here in the east to pay for high fuel bills",,['quantitative vague'],[],"['economy', 'energy']",1172,218,97,20,0.22098976109215018,0.3037542662116041,0.08276450511945392
20001003_gore_bush,25,2,BUSH,587,628,it will produce one million barrels a day,,"['quantitative precise', 'forecast']",[],['energy'],1172,218,41,8,0.5008532423208191,0.5358361774744027,0.03498293515358362
20001003_gore_bush,25,3,BUSH,636,685,we import one million barrels from Saddam Hussein,,['quantitative precise'],['behavioral attribution'],"['energy', 'international relations']",1172,218,49,8,0.5426621160409556,0.5844709897610921,0.041808873720136516
20001003_gore_bush,25,4,BUSH,1127,1171,our dependency upon foreign sources of crude,,['non-quantitative fact'],[],['energy'],1172,218,44,7,0.96160409556314,0.9991467576791809,0.03754266211604096
20001003_gore_bush,26,0,GORE,291,423,I worked to get $400 million just a couple of weeks ago. And to establish a permanent home heating oil reserve here in the northeast,,['quantitative precise'],"['behavioral attribution', 'stance']","['housing', 'energy']",973,177,132,25,0.29907502569373073,0.434737923946557,0.13566289825282632
20001003_gore_bush,26,1,GORE,555,634,"for the last few years in the Congress, we’ve faced a lot of opposition to them",,['non-quantitative fact'],['stance'],['domestic politics'],973,177,79,16,0.5704008221993834,0.6515930113052415,0.08119218910585817
20001003_gore_bush,26,2,GORE,636,710,They’ve only approved about 10% of the agenda I’ve helped to send up there,,['quantitative approximate'],"['behavioral attribution', 'stance']",['domestic politics'],973,177,74,14,0.6536485097636177,0.7297019527235354,0.07605344295991778
20001003_gore_bush,26,3,GORE,937,972,dependent on big oil or foreign oil,,['non-quantitative fact'],[],['energy'],973,177,35,7,0.9630010277492291,0.998972250770812,0.03597122302158273
20001003_gore_bush,27,0,BUSH,140,199,the vice president doesn’t believe in exploration in Alaska,,['non-quantitative fact'],['stance'],[],1557,285,59,9,0.0899165061014772,0.12780989081567115,0.03789338471419396
20001003_gore_bush,27,1,BUSH,201,281,There’s a lot of shut-in gas that we need to be moving out of Alaska by pipeline,,['quantitative vague'],[],['energy'],1557,285,80,17,0.12909441233140656,0.18047527296082208,0.05138086062941554
20001003_gore_bush,27,2,BUSH,394,436,I’m against removing dams in the northwest,,['non-quantitative fact'],['stance'],[],1557,285,42,7,0.25305073859987154,0.2800256904303147,0.02697495183044316
20001003_gore_bush,27,3,BUSH,487,529,that's a renewable energy source of energy,,['non-quantitative fact'],[],"['energy', 'environment']",1557,285,42,7,0.3127809890815671,0.3397559409120103,0.02697495183044316
20001003_gore_bush,27,4,BUSH,561,609,I was in coal country in West Virginia yesterday,,"['non-quantitative fact', 'temporal reference']",['behavioral attribution'],['energy'],1557,285,48,9,0.3603082851637765,0.3911368015414258,0.030828516377649325
20001003_gore_bush,27,5,BUSH,611,657,There is an abundant supply of coal in America,,['quantitative vague'],[],['energy'],1557,285,46,9,0.3924213230571612,0.42196531791907516,0.029543994861913937
20001003_gore_bush,27,6,BUSH,717,826,I’m going to ask the Congress for $2 billion to make sure we have the cleanest coal technologies in the world,,['non-quantitative fact'],['stance'],"['energy', 'environment']",1557,285,109,21,0.4605009633911368,0.5305073859987155,0.07000642260757868
20001003_gore_bush,27,7,BUSH,1366,1407,dependent on foreign sources of crude oil,,['non-quantitative fact'],[],['energy'],1557,285,41,7,0.8773281952472703,0.9036608863198459,0.026332691072575465
20001003_gore_bush,28,0,GORE,148,207,I strongly support new investments in clean coal technology,,['non-quantitative fact'],['stance'],"['energy', 'environment']",494,93,59,9,0.29959514170040485,0.4190283400809717,0.1194331983805668
20001003_gore_bush,28,1,GORE,209,251,I made a proposal three months ago on this,,"['non-quantitative fact', 'temporal reference']",['stance'],[],494,93,42,9,0.4230769230769231,0.5080971659919028,0.08502024291497975
20001003_gore_bush,29,0,BUSH,44,111,Less dependency upon foreign sources of crude is good for consumers,,['non-quantitative fact'],[],['energy'],165,29,67,11,0.26666666666666666,0.6727272727272727,0.40606060606060607
20001003_gore_bush,29,1,BUSH,117,164,we can do so in an environmentally friendly way,,['non-quantitative fact'],[],['environment'],165,29,47,9,0.7090909090909091,0.9939393939393939,0.28484848484848485
20001003_gore_bush,31,0,BUSH,153,229,that pill will create more abortions and cause more people to have abortions,,['forecast'],[],['abortion'],1812,344,76,13,0.08443708609271523,0.12637969094922738,0.04194260485651214
20001003_gore_bush,31,1,BUSH,979,1082,banning partial birth abortions would be a positive step to reducing the number of abortions in America,,"['forecast', 'causation']",[],['abortion'],1812,344,103,17,0.5402869757174393,0.5971302428256071,0.05684326710816777
20001003_gore_bush,31,2,BUSH,1287,1380,these laws that will encourage doctors to — to allow doctors to take the lives of our seniors,,['non-quantitative fact'],[],"['justice', 'euthanasia']",1812,344,93,18,0.7102649006622517,0.7615894039735099,0.05132450331125828
20001003_gore_bush,32,0,GORE,66,135,They determined it was medically safe for the women who use that drug,,['non-quantitative fact'],[],['abortion'],1177,217,69,13,0.056074766355140186,0.11469838572642312,0.05862361937128292
20001003_gore_bush,32,1,GORE,551,571,My opponent does not,,['non-quantitative fact'],['stance'],[],1177,217,20,4,0.46813933729821583,0.4851316907391674,0.016992353440951572
20001003_gore_bush,32,2,GORE,697,821,Governor Bush has declared to the anti-choice groups that he will appoint justices in the mold of Scalia and Clarence Thomas,,['non-quantitative fact'],"['speech attribution', 'stance']","['domestic politics', 'justice', 'abortion']",1177,217,124,21,0.5921835174171622,0.697536108751062,0.10535259133389975
20001003_gore_bush,32,3,GORE,823,903,who are known for being the most vigorous opponents of a woman’s right to choose,,['non-quantitative fact'],['stance'],['abortion'],1177,217,80,15,0.6992353440951572,0.7672047578589635,0.06796941376380629
20001003_gore_bush,35,0,GORE,182,245,he said he would order his FDA appointee to review the decision,,['non-quantitative fact'],"['speech attribution', 'stance']","['health/medicine', 'domestic politics']",344,64,63,12,0.5290697674418605,0.7122093023255814,0.18313953488372092
20001003_gore_bush,36,0,BUSH,0,67,I said I would make sure that women would be safe who used the drug,,['non-quantitative fact'],['speech attribution'],['abortion'],68,15,67,15,0.0,0.9852941176470589,0.9852941176470589
20001003_gore_bush,37,0,BUSH,0,13,I am pro-life,,['non-quantitative fact'],['stance'],['abortion'],14,3,13,3,0.0,0.9285714285714286,0.9285714285714286
20001003_gore_bush,38,0,BUSH,649,709,I’ve named four supreme court justices in the State of Texas,,['non-quantitative fact'],['behavioral attribution'],"['domestic politics', 'justice']",894,156,60,11,0.7259507829977628,0.7930648769574944,0.06711409395973154
20001003_gore_bush,39,0,GORE,454,538,the names of Scalia and Thomas are used as the benchmarks for who would be appointed,,['non-quantitative fact'],[],"['domestic politics', 'justice']",810,146,84,16,0.5604938271604938,0.6641975308641975,0.1037037037037037
20001003_gore_bush,39,1,GORE,605,669,the governor would appoint people who would overturn Roe v. Wade,,['non-quantitative fact'],['stance'],"['domestic politics', 'abortion']",810,146,64,11,0.7469135802469136,0.825925925925926,0.07901234567901234
20001003_gore_bush,40,0,BUSH,130,188,I have a record of appointing judges in the State of Texas,,['non-quantitative fact'],['behavioral attribution'],"['domestic politics', 'justice']",419,82,58,12,0.31026252983293556,0.4486873508353222,0.13842482100238662
20001003_gore_bush,44,0,GORE,6,37,Milosevic has lost the election,,['non-quantitative fact'],['behavioral attribution'],[],1527,266,31,5,0.003929273084479371,0.024230517354289455,0.020301244269810084
20001003_gore_bush,44,1,GORE,39,84,"His opponent, Kostunica, has won the election",,['non-quantitative fact'],['behavioral attribution'],[],1527,266,45,7,0.025540275049115914,0.0550098231827112,0.029469548133595286
20001003_gore_bush,44,2,GORE,105,161,Milosevic’s government refuses to release the vote count,,['non-quantitative fact'],"['behavioral attribution', 'conspiracy']",[],1527,266,56,8,0.068762278978389,0.1054354944335298,0.0366732154551408
20001003_gore_bush,44,3,GORE,501,644,he is trying to not release the votes and then go straight to a so-called runoff election without even announcing the results of the first vote,,['non-quantitative fact'],['behavioral attribution'],[],1527,266,143,26,0.3280943025540275,0.4217419777341192,0.09364767518009168
20001003_gore_bush,44,4,GORE,907,952,Milosevic has been indicted as a war criminal,,['non-quantitative fact'],[],"['war/conflict', 'crime', 'justice']",1527,266,45,8,0.5939751146037983,0.6234446627373936,0.029469548133595286
20001003_gore_bush,46,0,GORE,52,112,we have a lot of sanctions in force against Serbia right now,,['quantitative vague'],['behavioral attribution'],['international relations'],1022,187,60,12,0.050880626223091974,0.1095890410958904,0.05870841487279843
20001003_gore_bush,46,1,GORE,239,306,what the governor has said about asking the Russians to be involved,,['non-quantitative fact'],['speech attribution'],['international relations'],1022,187,67,12,0.23385518590998042,0.299412915851272,0.06555772994129158
20001003_gore_bush,46,2,GORE,377,467,they have not yet been willing to recognize Kostunica as the lawful winner of the election,,['non-quantitative fact'],['behavioral attribution'],[],1022,187,90,16,0.36888454011741684,0.4569471624266145,0.08806262230919765
20001003_gore_bush,46,3,GORE,633,690,They currently favor going forward with a runoff election,,['non-quantitative fact'],['stance'],[],1022,187,57,9,0.6193737769080235,0.675146771037182,0.05577299412915851
20001003_gore_bush,51,0,BUSH,157,174,which I supported,,['non-quantitative fact'],['stance'],[],255,48,17,3,0.615686274509804,0.6823529411764706,0.06666666666666667
20001003_gore_bush,52,0,BUSH,1289,1334,We’re having trouble meeting recruiting goals,,['non-quantitative fact'],[],['defense/military'],2003,360,45,6,0.6435346979530704,0.6660009985022466,0.022466300549176237
20001003_gore_bush,52,1,BUSH,1336,1362,We met the goals this year,,"['non-quantitative fact', 'temporal reference']",[],[],2003,360,26,6,0.6669995007488767,0.6799800299550673,0.012980529206190713
20001003_gore_bush,52,2,BUSH,1368,1422,in the previous years we have not met recruiting goals,,"['non-quantitative fact', 'temporal reference']",[],['defense/military'],2003,360,54,10,0.6829755366949576,0.7099350973539691,0.02695956065901148
20001003_gore_bush,52,3,BUSH,1424,1464,Some of our troops are not well-equipped,,['quantitative vague'],[],['defense/military'],2003,360,40,7,0.7109335996005991,0.7309036445332002,0.0199700449326011
20001003_gore_bush,52,4,BUSH,1582,1651,a billion dollar pay raise for the men and women who wear the uniform,,['quantitative precise'],[],['defense/military'],2003,360,69,14,0.7898152770843735,0.8242636045931103,0.034448327508736894
20001003_gore_bush,52,5,BUSH,1653,1719,A billion dollars more than the president recently signed into law,,"['quantitative precise', 'comparison']",['behavioral attribution'],"['domestic politics', 'justice']",2003,360,66,11,0.8252621068397404,0.8582126809785322,0.032950574138791815
20001003_gore_bush,53,0,GORE,441,564,in my ten-year budget proposal I’ve set aside more than twice as much for this purpose as Governor Bush has in his proposal,,"['quantitative approximate', 'comparison']",['stance'],[],1228,220,123,23,0.35912052117263843,0.4592833876221498,0.1001628664495114
20001003_gore_bush,53,1,GORE,1156,1180,where there’s a genocide,,['non-quantitative fact'],[],"['war/conflict', 'ethnicity/race']",1228,220,24,4,0.9413680781758957,0.9609120521172638,0.019543973941368076
20001003_gore_bush,54,0,BUSH,421,497,over half of whom will leave the service when their time of enlistment is up,,['non-quantitative fact'],['behavioral attribution'],['defense/military'],1168,216,76,15,0.3604452054794521,0.425513698630137,0.06506849315068493
20001003_gore_bush,54,1,BUSH,499,535,The captains are leaving the service,,['non-quantitative fact'],['behavioral attribution'],['defense/military'],1168,216,36,6,0.4272260273972603,0.4580479452054795,0.030821917808219176
20001003_gore_bush,54,2,BUSH,701,773,General Norman Schwartzkopf recently stood by me side and agreed with me,,['non-quantitative fact'],['stance'],['defense/military'],1168,216,72,12,0.6001712328767124,0.6618150684931506,0.06164383561643835
20001003_gore_bush,55,0,GORE,146,176,I served my country in Vietnam,,"['non-quantitative fact', 'temporal reference']",['behavioral attribution'],"['defense/military', 'war/conflict', 'personal life']",1369,255,30,6,0.10664718772826881,0.12856099342585828,0.02191380569758948
20001003_gore_bush,55,1,GORE,178,238,My father was a senator who strongly opposed the Vietnam War,,['non-quantitative fact'],"['behavioral attribution', 'stance']","['domestic politics', 'war/conflict']",1369,255,60,11,0.13002191380569758,0.17384952520087654,0.04382761139517896
20001003_gore_bush,55,2,GORE,462,518,I served for eight years in the House of Representatives,,['quantitative precise'],['behavioral attribution'],['domestic politics'],1369,255,56,10,0.337472607742878,0.3783783783783784,0.04090577063550037
20001003_gore_bush,55,3,GORE,523,601,"I served on the Intelligence Committee, specialized in looking at arms control",,['non-quantitative fact'],['behavioral attribution'],['defense/military'],1369,255,78,12,0.38203067932797663,0.4390065741417093,0.05697589481373265
20001003_gore_bush,55,4,GORE,603,698,I served for eight years in the United States Senate and served on the Armed Services Committee,,['quantitative precise'],['behavioral attribution'],"['domestic politics', 'defense/military']",1369,255,95,17,0.4404674945215486,0.5098612125639153,0.06939371804236669
20001003_gore_bush,55,5,GORE,700,769,For the last eight years I’ve served on the National Security Council,,"['non-quantitative fact', 'temporal reference']",['behavioral attribution'],['defense/military'],1369,255,69,12,0.5113221329437546,0.5617238860482103,0.050401753104455806
20001003_gore_bush,55,6,GORE,857,923,the most violent war on the continent of Europe since World War II,,"['temporal reference', 'ranking']",[],['war/conflict'],1369,255,66,13,0.6260043827611396,0.6742147552958364,0.04821037253469686
20001003_gore_bush,55,7,GORE,931,978,that’s where World War I started in the Balkans,,['non-quantitative fact'],[],['war/conflict'],1369,255,47,9,0.6800584368151936,0.7143900657414171,0.03433162892622352
